2013.06.18,17:03:04,35.9
2013.06.18,17:03:15,35.8
2013.06.18,17:03:37,35.9
2013.06.18,17:03:48,35.8
2013.06.18,17:04:34,35.9
2013.06.18,17:04:45,35.8
2013.06.18,17:04:56,35.7
2013.06.18,17:05:07,35.6
2013.06.18,17:05:29,35.7
2013.06.18,17:05:40,35.6
2013.06.18,17:05:52,35.7
2013.06.18,17:06:03,35.8
2013.06.18,17:06:13,35.7
2013.06.18,17:06:37,35.6
2013.06.18,17:06:57,35.7
2013.06.18,17:07:14,35.8
2013.06.18,17:07:25,35.6
2013.06.18,17:07:35,35.5
2013.06.18,17:07:50,35.6
2013.06.18,17:08:01,35.5
2013.06.18,17:08:13,35.6
2013.06.18,17:08:24,35.5
2013.06.18,17:08:36,35.6
2013.06.18,17:08:51,35.7
2013.06.18,17:09:04,35.6
2013.06.18,17:09:27,35.7
2013.06.18,17:09:38,35.6
2013.06.18,17:09:49,35.7
2013.06.18,17:10:00,35.8
2013.06.18,17:10:14,35.9
2013.06.18,17:10:31,36.0
2013.06.18,17:10:42,35.9
2013.06.18,17:11:02,36.0
2013.06.18,17:11:13,35.9
2013.06.18,17:11:28,36.0
2013.06.18,17:11:44,36.1
2013.06.18,17:12:07,36.0
2013.06.18,17:12:18,35.8
2013.06.18,17:12:28,35.6
2013.06.18,17:12:39,35.4
2013.06.18,17:12:58,35.3
2013.06.18,17:13:21,35.4
2013.06.18,17:13:32,35.3
2013.06.18,17:13:46,35.4
2013.06.18,17:13:56,35.3
2013.06.18,17:14:15,35.4
2013.06.18,17:14:25,35.3
2013.06.18,17:14:39,35.2
2013.06.18,17:14:52,35.3
2013.06.18,17:15:03,35.1
2013.06.18,17:15:35,35.2
2013.06.18,17:15:46,35.1
2013.06.18,17:16:38,35.2
2013.06.18,17:16:49,35.1
2013.06.18,17:17:12,35.2
2013.06.18,17:17:23,35.1
2013.06.18,17:17:37,35.2
2013.06.18,17:17:48,35.1
2013.06.18,17:18:06,35.2
2013.06.18,17:18:17,35.1
2013.06.18,17:18:27,35.0
2013.06.18,17:18:42,34.9
2013.06.18,17:19:23,34.8
2013.06.18,17:19:34,34.7
2013.06.18,17:19:45,34.6
2013.06.18,17:19:56,34.4
